jumlah_disukai,tweet,url,pengguna
0,"['repost', 'kementerianatrbpn', 'wakil', 'menteri', 'agraria', 'tata', 'ruangwakil', 'kepala', 'badan', 'tanah', 'nasional', 'wamen', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn', 'httpstcobb5jvba5pk']",https://x.com/kantahkotabima/status/1793991971583017332,kantahkotabima
1,"['httpstcoqjkwy1aqan', 'ppu', 'satu', 'tugas', 'ops', 'nusantara', 'mahakam', 'deteksi', 'cepat', 'bangun', 'kota', 'nusantara', 'ikn', 'polda', 'kaltim', 'laksana', 'aman', 'monitoring', 'progres', 'bangun', 'fisik', 'hotel', 'nusantara', 'httpstcovvmx2njb5a']",https://x.com/Poldakaltim/status/1793980785835507973,Poldakaltim
1,"['satgas', 'ops', 'nusantara', 'mahakam', 'polda', 'kaltim', 'rutin', 'laku', 'awas', 'bangun', 'hotel', 'nusantara', 'ikn', 'jalan', 'lancarl', 'httpstco7nyc0z3nzj', 'paku', 'satu', 'tugas', 'ops', 'nusantara', 'mahakam', 'deteksi', 'cepat', 'bangun', 'kota', 'httpstcolaqypagemd', 'httpstcomx2tzihlgz']",https://x.com/HSangasanga/status/1793979870160236918,HSangasanga
0,"['satgas', 'ops', 'nusantara', 'mahakam', 'polda', 'kaltim', 'rutin', 'laku', 'awas', 'bangun', 'hotel', 'nusantara', 'ikn', 'jalan', 'lancar', 'httpstcostxazmvhwd', 'paku', 'satu', 'tugas', 'ops', 'nusantara', 'mahakam', 'deteksi', 'cepat', 'bangun', 'kota', 'nusantara', 'ikn', 'polda', 'kaltim', 'laksana', 'httpstcol8hwwlcaic']",https://x.com/polresbontang/status/1793979169443082447,polresbontang
1,"['ketua', 'ombudsman', 'ri', 'mokhammad', 'najih', 'perintah', 'sarana', 'prasarana', 'dasar', 'hidup', 'kota', 'nusantara', 'kalimantan', 'timur', 'httpstcotzessp8tq9']",https://x.com/inilahdotcom/status/1793975559686627611,inilahdotcom
0,"['agnessintiaa', 'pindah', 'kota', 'nusantara', 'peluang', 'warga', 'negara', 'baik', 'hidup']",https://x.com/dhani_itanu77/status/1793970432347193792,dhani_itanu77
0,"['wamen', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn', 'rapat', 'ruang', 'rapat', 'direktorat', 'jenderal', 'ada', 'tanah', 'kembang', 'tanah', 'ditjen', 'ptpp', 'jakarta', 'selasa', '21052024', 'httpstcobdhadpmv4t']",https://x.com/kantahkabluwu/status/1793965745531146350,kantahkabluwu
0,"['agnessintiaa', 'kota', 'nusantara', 'impi', 'wujud']",https://x.com/aldian_tegar3/status/1793964028056007038,aldian_tegar3
1,"['waisak', 'momentum', 'bangun', 'spirit', 'kota', 'nusantara', 'kost', '2', 'dinda', 'keramas', 'malam', 'cabut', 'nyawa', 'httpstcokfzb9mddah']",https://x.com/neysaalshara/status/1793961716960964711,neysaalshara
1,"['kota', 'nusantara', 'rintis', 'terap', 'transportasi', 'cerdas', 'kost', '2', 'keramas', 'malam', 'cabut', 'nyawa', 'dinda', 'pegi', 'httpstcotl8dagapmr']",https://x.com/raffibangkit/status/1793960547714793921,raffibangkit
0,"['agnessintiaa', 'pindah', 'kota', 'nusantara', 'tingkat', 'kualitas', 'hidup', 'warga', 'infrastruktur', 'modern', 'pada']",https://x.com/alamanda_sofea/status/1793959366858772971,alamanda_sofea
0,"['edar', 'tiktok', 'video', 'narasi', 'kota', 'nusantara', 'ikn', 'batal', 'kota', 'video', 'unggah', 'akun', 'tiktok', 'coycoyheru', 'cekfakta', 'viral', 'ikn', 'ibukota', 'medcomid', 'httpstcoroi3gtg7ag']",https://x.com/medcom_id/status/1793939999202717848,medcom_id
0,"['agnessintiaa', 'pindah', 'kota', 'nusantara', 'kuat', 'padu', 'koordinasi', 'perintah', 'pusat', 'daerahdaerah', 'indonesia']",https://x.com/olina_risa/status/1793936487991668882,olina_risa
0,"['brozovicangga', 'ireneclaire202', 'tanyarlfes', 'kota', 'nusantara', '48', 'gitu', 'ya']",https://x.com/VthaAe/status/1793936203806646596,VthaAe
0,"['iknnusantaraid', 'kota', 'nusantara', 'warga', 'eksplorasi', 'potensi', 'wisata', 'kuliner', 'daerah']",https://x.com/kemba_marpa/status/1793933812222791772,kemba_marpa
0,"['agnessintiaa', 'pindah', 'kota', 'nusantara', 'infrastruktur', 'sejahtera', 'rakyat']",https://x.com/wiwi_yanti2/status/1793920220614267114,wiwi_yanti2
8,"['rencana', 'guna', 'energi', 'baru', 'kawasan', 'kota', 'nusantara', 'wujud', 'tag', 'syahrini', 'keramas', 'dinda', 'pegi', 'garut', 'boba', 'kost', '2', 'magelang', 'httpstco1hbaba2csf']",https://x.com/sitriz07/status/1793916978077536733,sitriz07
8,"['presiden', 'pilih', 'prabowo', 'subianto', 'apbn', 'sanggup', 'biaya', 'proyek', 'bangun', 'kota', 'nusantara', 'tag', 'syahrini', 'keramas', 'dinda', 'pegi', 'garut', 'boba', 'kost', '2', 'magelang', 'httpstcocpfys8ileq']",https://x.com/YuniaraSendy/status/1793916966778052788,YuniaraSendy
11,"['rencana', 'guna', 'energi', 'baru', 'kawasan', 'kota', 'nusantara', 'wujud', 'tag', 'syahrini', 'keramas', 'dinda', 'kost', '2', 'pegi', 'divergent', 'boba', 'malam', 'cabut', 'nyawa', 'httpstcoxubrhhguyl']",https://x.com/amaliahasann/status/1793913382015586412,amaliahasann
10,"['kaji', 'komprehensif', 'awas', 'ketat', 'maximal', 'strategi', 'perintah', 'bangun', 'kota', 'nusantara', 'tag', 'syahrini', 'keramas', 'dinda', 'kost', '2', 'pegi', 'divergent', 'boba', 'malam', 'cabut', 'nyawa', 'httpstco8vwokjksgh']",https://x.com/KharismaNrndra/status/1793913360737763495,KharismaNrndra
10,"['presiden', 'pilih', 'prabowo', 'subianto', 'apbn', 'sanggup', 'biaya', 'proyek', 'bangun', 'kota', 'nusantara', 'tag', 'syahrini', 'keramas', 'dinda', 'kost', '2', 'pegi', 'divergent', 'boba', 'malam', 'cabut', 'nyawa', 'httpstcotzie1qpaku']",https://x.com/HasianaHasanah/status/1793913334221430873,HasianaHasanah
0,"['waisak', 'momentum', 'bangun', 'spirit', 'kota', 'nusantara', 'keramas', 'syahrini', 'dinda', 'pegi', 'malam', 'cabut', 'nyawa', 'httpstcolgay12krwg']",https://x.com/NeysaAlsharaa/status/1793913181485862950,NeysaAlsharaa
1,"['kota', 'nusantara', 'rintis', 'terap', 'transportasi', 'cerdas', 'syahrini', 'keramas', 'dinda', 'kost', '2', 'divergent', 'malam', 'cabut', 'nyawa', 'httpstcom5z8je3wmy']",https://x.com/MayaHandayaani/status/1793912261230412267,MayaHandayaani
0,"['harap', 'masyarakat', 'kalimantan', 'timur', 'kota', 'nusantara', 'syahrini', 'pegi', 'boba', 'garut', 'keramas', 'dinda', 'kost', '2', 'magelang', 'malam', 'cabut', 'nyawa', 'siang', 'httpstcoocbpy43edi']",https://x.com/AmbarsariLK08/status/1793911255046267007,AmbarsariLK08
0,"['agnessintiaa', 'pindah', 'kota', 'nusantara', 'dukung', 'penuh', 'presiden', 'jokowi', 'langkah', 'konkret', 'hadap', 'ubah', 'iklim', 'lingkung']",https://x.com/ckrajiya_sirait/status/1793904163870605538,ckrajiya_sirait
0,"['sistem', 'transportasi', 'ikn', 'kurang', 'gantung', 'masyarakat', 'kendara', 'pribadi', 'otorita', 'kota', 'nusantara', 'oikn', 'dishub', 'provinsi', 'kalimantan', 'timur', 'sinergi', 'rancang', 'sistem', 'transportasi', 'httpstcoem4sqcphvk', 'httpstcosgmc06n4qd']",https://x.com/tvOneNews/status/1793900807039172783,tvOneNews
0,"['menteri', 'pupr', 'total', 'anggar', 'rp', '335', 'miliar', 'bangun', 'patung', 'soekarnohatta', 'kota', 'nusantara', 'ikn', 'iknnusantara', 'ikn', 'httpstcoyg3imvtzqv']",https://x.com/BalposCom/status/1793896230445297964,BalposCom
3,"['1', 'sobatsetneg', 'helat', 'worldwaterforum10', 'hasil', 'sepakat', 'dana', 'proyek', 'infrastruktur', 'air', 'kota', 'nusantara', 'ikn', 'banten', 'loh', 'httpstcoa1ztw9p5fr']",https://x.com/KemensetnegRI/status/1793894915208040678,KemensetnegRI
0,"['pasang', '10', 'titik', 'warga', 'ikn', 'jajal', 'internet', 'starlink', 'super', 'cepat', 'warga', 'kota', 'nusantara', 'ikn', 'jajal', 'layan', 'internet', 'satelit', 'starlink', 'httpstcoomixrlt8gr']",https://x.com/nanddjun/status/1793890926089388375,nanddjun
0,"['agnessintiaa', 'pindah', 'kota', 'nusantara', 'bawa', 'dampak', 'positif', 'lingkung']",https://x.com/ibnu_martin23/status/1793889747141796303,ibnu_martin23
0,"['agnessintiaa', 'presiden', 'pandang', 'pindah', 'kota', 'nusantara', 'langkah', 'strategis', 'bangun', 'indonesia']",https://x.com/karsa_marpaung/status/1793888646745195003,karsa_marpaung
0,"['agnessintiaa', 'kota', 'nusantara', 'sempat', 'daerah', 'kembang', 'pesat']",https://x.com/jelita_prtiwi23/status/1793888360022565212,jelita_prtiwi23
0,"['repost', 'kementerianatrbpn', 'wakil', 'menteri', 'agraria', 'tata', 'ruangwakil', 'kepala', 'badan', 'tanah', 'nasional', 'wamen', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn', 'rapat', 'ruang', 'rapat', 'direktorat', 'jenderal', 'ada', 'httpstcoqumql7zybv']",https://x.com/kantahmorotai/status/1793679657688347015,kantahmorotai
0,"['proyek', 'dapat', 'persero', 'maret', '2024', 'proyek', 'lanjut', 'jalan', 'sumbu', 'bangsa', 'sisi', 'timur', 'tahap', 'ii', 'kota', 'nusantara', 'rdf', 'plant', 'rorotan', 'dki', 'jakarta', 'jalan', 'tol', 'serang', 'panimbang', 'seksi', '3b', 'kontrakbarumaretwika2024', 'wika', 'wijayakarya', 'httpstcol6dy6g3pfg']",https://x.com/IndramayuTulus/status/1793666618633183582,IndramayuTulus
0,"['harap', 'masyarakat', 'kalimantan', 'timur', 'kota', 'nusantara', 'ong', 'garut', 'zakir', 'boba', 'pegi', 'gen', 'z', 'uchiha', 'libur', 'diem', 'httpstcoqeghobmsdt']",https://x.com/AmbarwatiLaras9/status/1793656603885097364,AmbarwatiLaras9
0,"['repost', 'kementerianatrbpn', 'wakil', 'menteri', 'agraria', 'tata', 'ruangwakil', 'kepala', 'badan', 'tanah', 'nasional', 'wamen', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn', 'rapat', 'ruang', 'rapat', 'httpstcogcn1eopdwr']",https://x.com/kantahkabinhil/status/1793653010578747579,kantahkabinhil
0,"['fasilitas', 'pabean', 'ikn', 'httpstcosvtap4vdvt', 'beamasuk', 'fasilitaskepabeanan', 'ibukotanusantara', 'investasi', 'oss', 'pdri', 'pembangunaninfrastruktur', 'pemerintahindonesia', 'paja', 'pmktahun']",https://x.com/customspedia/status/1793650910171730242,customspedia
0,"['wakil', 'menteri', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn', 'rapat', 'ruang', 'rapat', 'direktorat', 'jenderal', 'ada', 'tanah', 'kembang', 'tanah', 'ditjen', 'ptpp', 'jakarta', 'selasa', '21052024', 'httpstconapimqk872']",https://x.com/kantahdelser/status/1793642983260410096,kantahdelser
10,"['bangun', 'kota', 'nusantara', 'kalimantan', 'timur', 'bawa', 'angin', 'segar', 'tag', 'ong', 'boba', 'zakir', '2024', 'm', 'gege', 'nyetrika', 'pegang', 'teguh', 'zee', 'gen', 'z', 'zonauang', 'httpstcokbsju3wuqu']",https://x.com/JokowiTeguh/status/1793570072398856635,JokowiTeguh
12,"['raya', 'merdeka', 'republik', 'indonesia', '79', 'kota', 'nusantara', 'riah', 'tag', 'ong', 'boba', 'zakir', '2024', 'm', 'gege', 'nyetrika', 'pegang', 'teguh', 'zee', 'gen', 'z', 'zonauang', 'httpstcow2nenowdjy']",https://x.com/DiajengDinanti/status/1793569959412715546,DiajengDinanti
1,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'wilayah', 'alami', 'kembang', 'pesat']",https://x.com/dandi_refyandi8/status/1793563969938190479,dandi_refyandi8
0,"['otorita', 'kota', 'nusantara', 'sosialisasi', 'komunikasi', 'lintas', 'budaya', 'ikn', 'httpstco4tqfygjxkv']",https://x.com/VIVAcoid/status/1793561584402641064,VIVAcoid
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'peluang', 'kembang', 'daya', 'saing', 'ekonomi', 'indonesia']",https://x.com/firaz_hamdani/status/1793560367479873654,firaz_hamdani
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'salah', 'prioritas', 'utama', 'perintah', 'jokowi', 'maju', 'daerah', 'indonesia']",https://x.com/ferdi_simbi4/status/1793557664435486815,ferdi_simbi4
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'buka', 'peluang', 'bisnis', 'warga', 'sektor', 'pariwisata', 'properti']",https://x.com/rakhan_devana/status/1793551819215638888,rakhan_devana
0,"['dasar', 'bukti', 'prasasti', 'artefak', 'catat', 'asing', 'palembang', 'kota', 'sriwijaya', 'httpstcori4x0p4mgf', 'nusantara', 'adadikompas']",https://x.com/kompasmuda/status/1793548190970749329,kompasmuda
0,"['meraaahputiiih', 'warga', 'partisipasi', 'proses', 'bangun', 'kota', 'nusantara', 'tingkat', 'milik', 'tanggung', 'kota']",https://x.com/ozy_suryono/status/1793545461514805365,ozy_suryono
0,"['harap', 'masyarakat', 'kalimantan', 'timur', 'kota', 'nusantara', 'httpstcootishuqsze']",https://x.com/AkbarMaulana457/status/1793542415875465475,AkbarMaulana457
0,"['wakil', 'menteri', 'agraria', 'tata', 'ruangwakil', 'kepala', 'badan', 'tanah', 'nasional', 'wamen', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn']",https://x.com/KantahKabBT/status/1793540369596199278,KantahKabBT
1,"['masdar', 'terima', 'letter', 'to', 'proceed', 'investasi', 'kpbu', 'energi', 'baru', 'kota', 'nusantara', 'zakir', 'gojo', 'gege', 'putri', 'kw', 'gaco', 'uchiha', 'secret', 'service', 'taiwan', 'ong', 'hermione', 'kisskissmlyt24', 'httpstcoimqfuldk0k']",https://x.com/firzaneo/status/1793535706306130147,firzaneo
0,"['kota', 'nusantara', 'tingkat', 'ekonomi', 'masyarakat', 'umkm', 'httpstcocxrxl1cuqb']",https://x.com/BarronIndra/status/1793531961379787054,BarronIndra
0,"['luas', 'kota', 'nusantara', 'ikn', '322429', 'hektare', 'kali', 'luas', 'dki', 'jakarta', '252660', 'ha', 'darat', 'sisa', 'air', 'luas', 'darat', '25', 'bangun', 'httpstcon3zwecnpbg']",https://x.com/mediaindonesia/status/1793525443968319767,mediaindonesia
1,"['kepala', 'otorita', 'papar', 'strategi', 'hadir', 'air', 'bersih', 'kota', 'nusantara', 'ong', 'boba', 'nyetrika', 'gen', 'z', 'siang', 'pegi', 'httpstcod6ioaaipwb']",https://x.com/AmeliaNazulaa/status/1793523315644227668,AmeliaNazulaa
0,"['helat', 'internasional', 'bangun', 'kota', 'nusantara', 'dongkrak', 'geliat', 'industri', 'terbang', 'httpstcotmibwsiwfi', 'ekonomi', 'adadikompas']",https://x.com/KompasKlasika/status/1793515234864591039,KompasKlasika
1,"['isu', 'kota', 'nusantara', 'ramai', 'bincang', 'kirakira', 'nasib', 'dki', 'jakarta', 'dampak', 'pindah', 'kota', 'simak', 'bahas', 'lengkap', 'httpstcomuwcwol4vg', 'pers', 'equilibrium', 'persmahasiswa', 'visitwartaeq', 'ibukotanusantara', 'ikn']",https://x.com/BPPMEQuilibrium/status/1793501551572775291,BPPMEQuilibrium
1,"['repost', 'kementerianatrbpn', 'wakil', 'menteri', 'agraria', 'tata', 'ruangwakil', 'kepala', 'badan', 'tanah', 'nasional', 'wamen', 'atrwaka', 'bpn', 'raja', 'juli', 'antoni', 'pimpin', 'rapat', 'bahas', 'ada', 'tanah', 'kota', 'nusantara', 'ikn', 'httpstcocjjt4c6xgy']",https://x.com/KantahNagan/status/1793501152853794924,KantahNagan
0,"['prabowo', 'anggar', '1', 'miliar', 'dolar', 'rp', '16', 'triliun', 'bangun', 'kota', 'nusantara', 'ikn', '30', 'miliar', 'dolar', '30', '1', 'miliar', 'dolar', 'anggar', 'negara', 'tanggung', 'httpstconpqyc7oinh']",https://x.com/FrankyTts/status/1793498214785798632,FrankyTts
0,"['meraaahputiiih', 'kota', 'nusantara', 'sempat', 'daerah', 'kembang', 'pesat']",https://x.com/balijan_sap7/status/1793471649620361224,balijan_sap7
0,"['sepakat', 'dana', 'sistempenyediaan', 'air', 'minum', 'spam', 'regional', 'karianserpong', 'nota', 'paham', 'netzero', 'water', 'supply', 'infrastructure', 'project', 'kota', 'nusantara', 'ikn', 'menjadisebagian', 'aksi', 'nyata', 'hasil', 'world', 'water', 'forum', 'ke10', 'httpstcoprppvshfcn']",https://x.com/PemkabGianyar/status/1793471151362170987,PemkabGianyar
11,"['bangun', 'kota', 'nusantara', 'kalimantan', 'timur', 'bawa', 'angin', 'segar', 'tag', 'zakir', 'pegi', 'ong', 'mandi', 'citilink', '2024', 'm', 'suzy', 'nadiem', 'gen', 'z', 'nyetrika', 'pagi', 'httpstcodpk3xiahvj']",https://x.com/KisahJokowidodo/status/1793470785866400112,KisahJokowidodo
8,"['menteri', 'pupr', 'basuki', 'hadimuljono', 'aku', 'pindah', 'kota', 'nusantara', 'ikn', 'akses', 'air', 'bersih', 'gtgt', 'httpstcosftegm0u5d', 'iknnusantara', 'detikcom', 'httpstcoc77idmvzoz']",https://x.com/detikcom/status/1793469399027831221,detikcom
0,"['ada', 'kota', 'nusantara', 'ikn', 'wilayah', 'daerah', 'benuo', 'taka', 'camat', 'paku', 'kuat', 'posisi', 'desa', 'penuh', 'butuh', 'pasar', 'httpstco4qgxh3aiir']",https://x.com/Ranger_pink21/status/1793464834568417535,Ranger_pink21
0,"['ada', 'kota', 'nusantara', 'ikn', 'wilayah', 'daerah', 'benuo', 'taka', 'camat', 'paku', 'kuat', 'posisi', 'desa', 'penuh', 'butuh', 'pasar', 'httpstconqtxb4clyy']",https://x.com/Ranger_pink21/status/1793464831175209182,Ranger_pink21
2,"['sepakat', 'dana', 'sistem', 'sedia', 'air', 'minum', 'spam', 'regional', 'karianserpong', 'nota', 'paham', 'netzero', 'water', 'supply', 'infrastructure', 'project', 'kota', 'nusantara', 'ikn', 'aksi', 'nyata', 'hasil', 'world', 'water', 'forum', 'ke10', 'yuk', 'baca', 'worldwaterforumpedia', 'httpstcogtwcpvi9h8']",https://x.com/indozonemedia/status/1793461534297096610,indozonemedia
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'solusi', 'atas', 'macet', 'padat', 'jakarta']",https://x.com/wani_permata65/status/1793461008805384340,wani_permata65
0,"['meraaahputiiih', 'presiden', 'jokowi', 'pindah', 'kota', 'nusantara', 'kuat', 'tata', 'kelola', 'perintah', 'efektif', 'indonesia']",https://x.com/taswir_mansur/status/1793455220279955743,taswir_mansur
1,"['giat', 'tunjuk', 'musik', 'tampil', 'artis', 'kota', 'selenggara', 'wara', 'wiri', 'festival', 'pt', 'borneoland', 'nusantara', 'indonesia', 'tempat', 'lapang', 'parkir', 'lotte', 'grosir', 'jln', 'gatot', 'subroto', 'kota', 'medan', 'hadir', '3000', 'ribu', 'orang', 'tonton', 'httpstcoq89o52h6va']",https://x.com/2017Polsek/status/1793454399643332857,2017Polsek
0,"['meraaahputiiih', 'dukung', 'warga', 'kalimantan', 'pindah', 'kota', 'nusantara', 'ibukotanegara']",https://x.com/LidyaSandra25/status/1793450408209445100,LidyaSandra25
0,"['formasi', 'ikn', 'nusantara', '100000', 'fresh', 'graduate', 'multitasking', 'gabung', 'bangun', 'kota', 'ibukotanegara', 'iknnusantara', 'pindahibukota', 'httpstcom3g6upvwdp']",https://x.com/terindukan/status/1793450041509838998,terindukan
4,"['menteri', 'kerja', 'rumah', 'rakyat', 'pupr', 'basuki', 'hadimuljono', 'tekan', 'infrastruktur', 'sedia', 'air', 'bersih', 'kota', 'nusantara', 'ikn', 'enggan', 'pindah', 'ikn', 'fasilitas', 'sedia', 'pindah', 'air', 'httpstcooblyrdtwpy']",https://x.com/RadioElshinta/status/1793450026745860425,RadioElshinta
0,"['sepakat', 'dana', 'sistem', 'sedia', 'air', 'minum', 'spam', 'regional', 'karianserpong', 'nota', 'paham', 'netzero', 'water', 'supply', 'infrastructure', 'project', 'kota', 'nusantara', 'ikn', 'aksi', 'nyata', 'hasil', '10thworldwaterforum', 'waterforsharedprosperity', 'httpstco5vjyr6egvb']",https://x.com/bakohumas/status/1793449430324314151,bakohumas
0,"['meraaahputiiih', 'kota', 'nusantara', 'pusat', 'budaya', 'didik', 'warga', 'nikmat', 'fasilitas', 'programprogram']",https://x.com/nadiera_usi/status/1793447623355228563,nadiera_usi
0,"['meraaahputiiih', 'dampak', 'bangun', 'kota', 'nusantara', 'tingkat', 'investasi']",https://x.com/ratih_yuni607/status/1793447079425298465,ratih_yuni607
0,"['meraaahputiiih', 'kota', 'nusantara', 'bangun', 'indonesia']",https://x.com/devi_rhmwati65/status/1793446563001561302,devi_rhmwati65
0,"['meraaahputiiih', 'kota', 'nusantara', 'bangga', 'warga', 'indonesia', 'pindahibukota']",https://x.com/KennyDeano/status/1793444264061583838,KennyDeano
0,"['kepala', 'otorita', 'papar', 'strategi', 'hadir', 'air', 'bersih', 'kota', 'nusantara', 'ong', 'gus', 'zizan', 'nyetrika', 'pagi', 'gen', 'z', 'httpstcoegxkwgin8z']",https://x.com/VairinZahida/status/1793435535077527930,VairinZahida
1,"['kepala', 'otorita', 'papar', 'strategi', 'hadir', 'air', 'bersih', 'kota', 'nusantara', 'ong', 'zakir', 'xhaka', 'citilink', 'nadiem', 'httpstco6tijqcittu']",https://x.com/FudJar57505/status/1793432391857688976,FudJar57505
0,"['tvonenews', 'kota', 'nusantara', 'ganti', 'komplek', 'kantor', 'kalimantan']",https://x.com/binlatif/status/1793431125622448576,binlatif
22,"['300400', 'laku', 'umkm', 'libat', 'rangkai', 'ingat', 'merdeka', 'ke79', 'ri', 'ikn', 'nusantara', 'laku', 'umkm', 'libat', 'bina', 'damping', 'otorita', 'kota', 'nusantara', 'oikn', 'leverkusen', 'syahrini', 'xabi', 'ong', 'uelfinal', 'atalanta', 'roma', 'httpstco1yknzclgti']",https://x.com/Saodah1234/status/1793426251245666639,Saodah1234
0,"['bangun', 'ikn', 'nusantara', 'hasil', 'tingkat', 'investasi', 'ikn', 'ibukotanusantara', 'dukungikn', 'ikntingkatkaninvestasi', 'kerjadiikn', 'iknpemerataanekonomi', 'iknsejahterakanindonesia', 'iknnusantara', 'percepatanikn', 'iknindonesia', 'httpstcowtp5ixganh']",https://x.com/damn_camaro/status/1793425001062023313,damn_camaro
16,"['lapang', 'upacara', '17', 'agustus', 'ikn', '90', 'tiang', 'bendera', 'rakit', 'progres', 'siap', 'lapang', 'kota', 'nusantara', '17', 'agustus', '2024', '90', 'tiang', 'bendera', 'lapang', 'rakit', 'leverkusen', 'syahrini', 'xabi', 'ong', 'uelfinal', 'atalanta', 'roma', 'httpstcobnfp3bamoh']",https://x.com/Hansunriko/status/1793418672637444369,Hansunriko
