conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.79E+18,Fri May 24 13:06:31 +0000 2024,0,#Repost @kementerian.atrbpn Wakil Menteri Agraria dan Tata Ruang/Wakil Kepala Badan Pertanahan Nasional (Wamen ATR/Waka BPN) Raja Juli Antoni memimpin rapat pembahasan Pengadaan Tanah di Ibu Kota Nusantara (IKN). https://t.co/BB5jvbA5PK,1.79E+18,,,in,"Nusa Tenggara Barat, Indonesia",0,0,0,https://x.com/kantahkotabima/status/1793991971583017332,1.23E+18,kantahkotabima
1.79E+18,Fri May 24 12:22:04 +0000 2024,1,https://t.co/qjkwY1aqAN PPU Satuan Tugas Ops Nusantara Mahakam Deteksi dan Percepatan Pembangunan Ibu Kota Nusantara (IKN) Polda Kaltim melaksanakan pengamanan dan monitoring progres pembangunan fisik Hotel Nusantara. https://t.co/VvmX2njb5A,1.79E+18,https://pbs.twimg.com/media/GOWAANAbgAAelIj.jpg,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/Poldakaltim/status/1793980785835507973,226140504,Poldakaltim
1.79E+18,Fri May 24 12:18:26 +0000 2024,1,Satgas Ops Nusantara Mahakam Polda Kaltim Rutin Lakukan Pengawasan Pembangunan Hotel Nusantara di IKN Berjalan Lancar*l https://t.co/7NyC0Z3nzj SEPAKU Satuan Tugas Ops Nusantara Mahakam Deteksi dan Percepatan Pembangunan Ibu Kota https://t.co/lAQYPagEmd https://t.co/Mx2TziHlGz,1.79E+18,https://pbs.twimg.com/media/GOV_LqVawAAdBkq.jpg,,in,,0,0,0,https://x.com/HSangasanga/status/1793979870160236918,1.18E+18,HSangasanga
1.79E+18,Fri May 24 12:15:39 +0000 2024,0,*Satgas Ops Nusantara Mahakam Polda Kaltim Rutin Lakukan Pengawasan Pembangunan Hotel Nusantara di IKN Berjalan Lancar* https://t.co/StXAzmvhwd SEPAKU Satuan Tugas Ops Nusantara Mahakam Deteksi dan Percepatan Pembangunan Ibu Kota Nusantara (IKN) Polda Kaltim melaksanakan https://t.co/l8hWWLCaIC,1.79E+18,https://pbs.twimg.com/media/GOV-irMacAA4nDQ.jpg,,in,"Kalimantan Timur, Indonesia",0,0,0,https://x.com/polresbontang/status/1793979169443082447,8.98E+17,polresbontang
1.79E+18,Fri May 24 12:01:18 +0000 2024,1,Ketua Ombudsman RI Mokhammad Najih mengingatkan pemerintah menyiapkan sarana dan prasarana dasar kehidupan di Ibu Kota Nusantara Kalimantan Timur. https://t.co/TZessp8TQ9,1.79E+18,,,in,,0,0,0,https://x.com/inilahdotcom/status/1793975559686627611,46693036,inilahdotcom
1.79E+18,Fri May 24 11:40:56 +0000 2024,0,@agnessintiaa Pemindahan ibu kota nusantara adalah peluang besar bagi warga negara untuk memperbaiki kehidupan mereka,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/dhani_itanu77/status/1793970432347193792,1.70E+18,dhani_itanu77
1.79E+18,Fri May 24 11:22:18 +0000 2024,0,Wamen ATR/Waka BPN) Raja Juli Antoni memimpin rapat pembahasan Pengadaan Tanah di Ibu Kota Nusantara (IKN). Rapat berlangsung di ruang rapat Direktorat Jenderal Pengadaan Tanah dan Pengembangan Pertanahan (Ditjen PTPP) Jakarta pada Selasa (21/05/2024). https://t.co/BDHADPMV4T,1.79E+18,https://pbs.twimg.com/media/GOVyVMPaAAASU7k.jpg,,in,"Kabupaten Luwu, Belopa 91994",0,0,0,https://x.com/kantahkabluwu/status/1793965745531146350,1.24E+18,kantahkabluwu
1.79E+18,Fri May 24 11:15:29 +0000 2024,0,@agnessintiaa Ibu Kota Nusantara Bukan Hanya Impian Tetapi Harus diwujudkan Bersama,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/aldian_tegar3/status/1793964028056007038,1.70E+18,aldian_tegar3
1.79E+18,Fri May 24 11:06:18 +0000 2024,1,Waisak Jadi Momentum Membangun Spirit Ibu Kota Nusantara. Kost 2 Dinda Keramas Malam Pencabut Nyawa https://t.co/Kfzb9MDDaH,1.79E+18,https://pbs.twimg.com/media/GOVumphaYAAPbL5.jpg,,in,,0,0,1,https://x.com/neysaalshara/status/1793961716960964711,1.72E+18,neysaalshara
1.79E+18,Fri May 24 11:01:39 +0000 2024,1,Ibu Kota Nusantara Menjadi Perintis Penerapan Transportasi Cerdas. Kost 2 Keramas Malam Pencabut Nyawa Dinda Pegi https://t.co/tL8DagApmr,1.79E+18,https://pbs.twimg.com/media/GOVtkGkaAAAo_nq.jpg,,in,,0,0,1,https://x.com/raffibangkit/status/1793960547714793921,1.75E+18,raffibangkit
1.79E+18,Fri May 24 10:56:57 +0000 2024,0,@agnessintiaa Pemindahan ibu kota nusantara akan meningkatkan kualitas hidup warga setempat karena adanya infrastruktur yang lebih modern dan memadai,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/alamanda_sofea/status/1793959366858772971,1.70E+18,alamanda_sofea
1.79E+18,Fri May 24 09:40:00 +0000 2024,0,Beredar di TikTok video yang menarasikan bahwa Ibu Kota Nusantara (IKN) batal menjadi ibu kota baru.Â Video tersebut diunggah akun TikTok @/coycoy_heru. #CekFakta #Viral #IKN #IbuKota #MedcomId https://t.co/ROi3GTG7Ag,1.79E+18,,,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/medcom_id/status/1793939999202717848,9.03E+17,medcom_id
1.79E+18,Fri May 24 09:26:03 +0000 2024,0,@agnessintiaa Pemindahan Ibu Kota Nusantara akan memperkuat keterpaduan dan koordinasi antara pemerintah pusat dengan daerah-daerah di Indonesia,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/olina_risa/status/1793936487991668882,1.70E+18,olina_risa
1.79E+18,Fri May 24 09:24:55 +0000 2024,0,@BrozovicAngga @ireneclaire202 @tanyarlfes Ibu Kota Nusantara 48 gitu ya,1.79E+18,,BrozovicAngga,in,"Jakarta, Indonesia",0,1,0,https://x.com/VthaAe/status/1793936203806646596,219665876,VthaAe
1.79E+18,Fri May 24 09:15:25 +0000 2024,0,@IKNnusantaraID Dengan adanya ibu kota nusantara warga setempat dapat mengeksplorasi potensi wisata dan kuliner daerah mereka,1.79E+18,,IKNnusantaraID,in,,0,0,0,https://x.com/kemba_marpa/status/1793933812222791772,1.70E+18,kemba_marpa
1.79E+18,Fri May 24 08:21:24 +0000 2024,0,@agnessintiaa Pemindahan Ibu Kota Nusantara Bukan Hanya Soal Infrastruktur Tapi Juga Kesejahteraan Rakyat,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/wiwi_yanti2/status/1793920220614267114,1.70E+18,wiwi_yanti2
1.79E+18,Fri May 24 08:08:31 +0000 2024,8,Rencana Penggunaan energi terbarukan di kawasan Ibu Kota Nusantara segera terwujud tag : Syahrini Keramas Dinda Pegi Garut Boba Kost 2 Magelang https://t.co/1hBABa2CSf,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793916687630336000/pu/img/Altd8QPnGlVb0ZcC.jpg,,in,"Bogor, Jawa Barat",0,0,0,https://x.com/sitriz07/status/1793916978077536733,1.57E+18,sitriz07
1.79E+18,Fri May 24 08:08:28 +0000 2024,8,Presiden terpilih Prabowo Subianto meyakini APBN sanggup untuk membiayai proyek pembangunan Ibu Kota Nusantara tag : Syahrini Keramas Dinda Pegi Garut Boba Kost 2 Magelang https://t.co/CPFys8ilEq,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793916578876301312/pu/img/XI8zLgp0PlJO-wZ2.jpg,,in,Bantul,0,0,0,https://x.com/YuniaraSendy/status/1793916966778052788,1.76E+18,YuniaraSendy
1.79E+18,Fri May 24 07:54:14 +0000 2024,11,Rencana Penggunaan energi terbarukan di kawasan Ibu Kota Nusantara segera terwujud tag : Syahrini Keramas Dinda Kost 2 Pegi Divergent Boba Malam Pencabut Nyawa https://t.co/XUbrHhgUYL,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793912782209110016/pu/img/ocqQqMnwrN5desS8.jpg,,in,Depok,0,2,1,https://x.com/amaliahasann/status/1793913382015586412,1.64E+18,amaliahasann
1.79E+18,Fri May 24 07:54:09 +0000 2024,10,Kajian secara komprehensif serta pengawasan secara ketat dan maximal merupakan strategi pemerintah dalam pembangunan Ibu Kota Nusantara tag : Syahrini Keramas Dinda Kost 2 Pegi Divergent Boba Malam Pencabut Nyawa https://t.co/8vWoKJKSGH,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793912728677187584/pu/img/7DTiljQAStaRrOHr.jpg,,in,Bekasi,0,0,1,https://x.com/KharismaNrndra/status/1793913360737763495,1.75E+18,KharismaNrndra
1.79E+18,Fri May 24 07:54:02 +0000 2024,10,Presiden terpilih Prabowo Subianto meyakini APBN sanggup untuk membiayai proyek pembangunan Ibu Kota Nusantara tag : Syahrini Keramas Dinda Kost 2 Pegi Divergent Boba Malam Pencabut Nyawa https://t.co/tZIE1Qpaku,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793912680681717760/pu/img/LOv4T4mp9_CklC9I.jpg,,in,Wakanda,0,0,1,https://x.com/HasianaHasanah/status/1793913334221430873,1.70E+18,HasianaHasanah
1.79E+18,Fri May 24 07:53:26 +0000 2024,0,Waisak Jadi Momentum Membangun Spirit Ibu Kota Nusantara. Keramas Syahrini Dinda Pegi Malam Pencabut Nyawa https://t.co/lGaY12KRwG,1.79E+18,https://pbs.twimg.com/media/GOVCglSagAA5bWL.jpg,,in,,0,0,1,https://x.com/NeysaAlsharaa/status/1793913181485862950,1.72E+18,NeysaAlsharaa
1.79E+18,Fri May 24 07:49:47 +0000 2024,1,Ibu Kota Nusantara Menjadi Perintis Penerapan Transportasi Cerdas. Syahrini Keramas Dinda Kost 2 Divergent Malam Pencabut Nyawa https://t.co/M5z8Je3wMy,1.79E+18,https://pbs.twimg.com/media/GOVBqz0acAA8Bkq.jpg,,in,,0,0,1,https://x.com/MayaHandayaani/status/1793912261230412267,1.71E+18,MayaHandayaani
1.79E+18,Fri May 24 07:45:47 +0000 2024,0,Harapan masyarakat kalimantan timur untuk Ibu Kota Nusantara Syahrini Pegi Boba Garut Keramas Dinda Kost 2 Magelang Malam Pencabut Nyawa Siang https://t.co/ocBpY43EDi,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793911157272784896/pu/img/Qbz0cVEy3x82MWVy.jpg,,in,,0,0,1,https://x.com/AmbarsariLK08/status/1793911255046267007,1.60E+18,AmbarsariLK08
1.79E+18,Fri May 24 07:17:36 +0000 2024,0,@agnessintiaa Pemindahan Ibu Kota Nusantara mendapat dukungan penuh dari Presiden Jokowi sebagai langkah konkret dalam menghadapi perubahan iklim dan lingkungan,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/ckrajiya_sirait/status/1793904163870605538,1.70E+18,ckrajiya_sirait
1.79E+18,Fri May 24 07:04:16 +0000 2024,0,Sistem Transportasi IKN akan Dibuat untuk Mengurangi Ketergantungan Masyarakat terhadap Kendaraan Pribadi Bagaimana Caranya?: Otorita Ibu Kota Nusantara (OIKN) bersama Dishub Provinsi Kalimantan Timur bersinergi untuk merancang sistem transportasi https://t.co/EM4SqcpHvk https://t.co/SGMC06N4qd,1.79E+18,https://pbs.twimg.com/media/GOU3RysaoAAlXOX.jpg,,in,"Pulo Gadung, Indonesia",0,0,1,https://x.com/tvOneNews/status/1793900807039172783,55507370,tvOneNews
1.79E+18,Fri May 24 06:49:30 +0000 2024,0,Tenang aja sobat Nusantara pendidikan di ibu kota baru nantinya gak bakal kalah kok dengan Jakarta . tag || Syahrini ã‚½ãƒ³ãƒ•ãƒ³ å…¥ç®¡æ³•æ”¹æ­£ã‚ãã‚Šè¦‹è§£ SHINee ã‚¯ãƒ¼ãƒ©ãƒ¼ ã‚¹ã‚«ãƒ¼ãƒ¬ãƒƒãƒˆex Keramas || https://t.co/pmD86MbqQ1,1.79E+18,https://pbs.twimg.com/media/GOUz3vaaoAA6DPe.jpg,,ja,Bandung,0,0,0,https://x.com/AgnesIndriast/status/1793897092068556962,1.75E+18,AgnesIndriast
1.79E+18,Fri May 24 06:46:04 +0000 2024,0,Kata Kementerian PUPR total anggaran Rp 335 miliar bukan hanya untuk membangunÂ patungÂ Soekarno-Hatta di Ibu Kota Nusantara (IKN). #iknnusantara #ikn https://t.co/Yg3IMvTZQv,1.79E+18,,,in,"Balikpapan, Kalimantan Timur",0,0,0,https://x.com/BalposCom/status/1793896230445297964,1.13E+18,BalposCom
1.79E+18,Fri May 24 06:44:59 +0000 2024,0,Tenang aja sobat Nusantara pendidikan di ibu kota baru nantinya gak bakal kalah kok dengan Jakarta . tag || Syahrini ã‚½ãƒ³ãƒ•ãƒ³ å…¥ç®¡æ³•æ”¹æ­£ã‚ãã‚Šè¦‹è§£ SHINee ã‚¯ãƒ¼ãƒ©ãƒ¼ ã‚¹ã‚«ãƒ¼ãƒ¬ãƒƒãƒˆex Keramas || https://t.co/akIIVJd9yi,1.79E+18,https://pbs.twimg.com/media/GOUy2zvbUAEdCC7.jpg,,ja,Indonesia,0,0,0,https://x.com/TugimanTangguh/status/1793895953826775205,1.64E+18,TugimanTangguh
1.79E+18,Fri May 24 06:40:51 +0000 2024,3,1. #SobatSetneg perhelatan #WorldWaterForum10 menghasilkan Kesepakatan Pendanaan Proyek Infrastruktur Air di Ibu Kota Nusantara (IKN) dan Banten loh! ðŸ‡®ðŸ‡© https://t.co/A1ZTW9p5Fr,1.79E+18,https://pbs.twimg.com/media/GOUx6GibEAIIsyC.jpg,,in,"Jakarta Pusat, DKI Jakarta",0,1,3,https://x.com/KemensetnegRI/status/1793894915208040678,3522129133,KemensetnegRI
1.79E+18,Fri May 24 06:25:00 +0000 2024,0,Terpasang di 10 Titik Warga IKN Bisa Jajal Internet Starlink Yang Super Cepat Warga Ibu Kota Nusantara (IKN) sudah bisa menjajal layanan internet satelit Starlink. https://t.co/OmIxRlt8Gr,1.79E+18,https://pbs.twimg.com/media/GOUuSoFbkAAWdv8.jpg,,in,,0,0,0,https://x.com/nanddjun/status/1793890926089388375,1.70E+18,nanddjun
1.79E+18,Fri May 24 06:20:19 +0000 2024,0,@agnessintiaa Pemindahan Ibu Kota Nusantara akan membawa dampak positif bagi lingkungan,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/ibnu_martin23/status/1793889747141796303,1.70E+18,ibnu_martin23
1.79E+18,Fri May 24 06:15:56 +0000 2024,0,@agnessintiaa Presiden memandang pemindahan Ibu Kota Nusantara sebagai langkah strategis dalam pembangunan Indonesia ke depan,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/karsa_marpaung/status/1793888646745195003,1.70E+18,karsa_marpaung
1.79E+18,Fri May 24 06:14:48 +0000 2024,0,@agnessintiaa Ibu Kota Nusantara akan memberikan kesempatan bagi daerah lain untuk berkembang pesat,1.79E+18,,agnessintiaa,in,,0,0,0,https://x.com/jelita_prtiwi23/status/1793888360022565212,1.70E+18,jelita_prtiwi23
1.79E+18,Thu May 23 16:25:30 +0000 2024,0,#Repost @kementerian.atrbpn ... Wakil Menteri Agraria dan Tata Ruang/Wakil Kepala Badan Pertanahan Nasional (Wamen ATR/Waka BPN) Raja Juli Antoni memimpin rapat pembahasan Pengadaan Tanah di Ibu Kota Nusantara (IKN). Rapat berlangsung di ruang rapat Direktorat Jenderal Pengadaan https://t.co/quMql7zybv,1.79E+18,https://pbs.twimg.com/media/GORuIHabcAAmTgi.jpg,,in,"North Moluccas, Indonesia",0,0,0,https://x.com/kantahmorotai/status/1793679657688347015,1.28E+18,kantahmorotai
1.79E+18,Thu May 23 15:33:41 +0000 2024,0,Proyek yang didapatkan Perseroan pada Maret 2024 diantaranya proyek lanjutan Jalan Sumbu Kebangsaan Sisi Timur Tahap II di Ibu Kota Nusantara RDF Plant Rorotan di DKI Jakarta jalan Tol Serang - Panimbang Seksi 3B. #KontrakBaruMaretWIKA2024 #WIKA #Wijayakarya https://t.co/l6dy6G3Pfg,1.79E+18,https://pbs.twimg.com/media/GORiRxKbwAAHJA-.jpg,IndramayuTulus,in,,0,1,0,https://x.com/IndramayuTulus/status/1793666618633183582,1.44E+18,IndramayuTulus
1.79E+18,Thu May 23 15:05:23 +0000 2024,0,Tenang aja sobat Nusantara pendidikan di ibu kota baru nantinya gak bakal kalah kok dengan Jakarta . tag || Sering ã‚ªãƒƒã‚¿ã®å£° æ–ä¿ä¹ƒç³¸ Diem ãƒã‚³ãƒãƒ© ã‚¹ãƒšã‚¤ãƒ³æ‘ Garut || https://t.co/mZ1AQ2uA19,1.79E+18,https://pbs.twimg.com/media/GORbzCMbIAE9FWg.jpg,,ja,,0,0,0,https://x.com/tukang_jaggal/status/1793659499779379327,1.65E+18,tukang_jaggal
1.79E+18,Thu May 23 14:53:53 +0000 2024,0,Harapan masyarakat kalimantan timur untuk Ibu Kota Nusantara Perong Garut Zakir Naik Boba Pegi Gen Z Sering Uchiha Libur Diem https://t.co/qEgHObmsdt,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793656383096897537/pu/img/WxRuUt9BHwhloKV8.jpg,,in,,0,0,1,https://x.com/AmbarwatiLaras9/status/1793656603885097364,1.60E+18,AmbarwatiLaras9
1.79E+18,Thu May 23 14:39:36 +0000 2024,0,#Repost @kementerian.atrbpn Wakil Menteri Agraria dan Tata Ruang/Wakil Kepala Badan Pertanahan Nasional (Wamen ATR/Waka BPN) Raja Juli Antoni memimpin rapat pembahasan Pengadaan Tanah di Ibu Kota Nusantara (IKN). Rapat berlangsung di ruang rapat .... https://t.co/GcN1eoPDwr,1.79E+18,,,in,"Tembilahan - Riau, Indonesia",0,0,0,https://x.com/kantahkabinhil/status/1793653010578747579,9.84E+17,kantahkabinhil
1.79E+18,Thu May 23 14:31:16 +0000 2024,0,Fasilitas Kepabeanan di #IKN https://t.co/svTaP4VdVT #beamasuk #fasilitaskepabeanan #IbuKotaNusantara #Investasi #OSS #PDRI #pembangunaninfrastruktur #PemerintahIndonesia #Perpajakan #PMKTahun,1.79E+18,,,in,"Jakarta Timur, DKI Jakarta",0,0,0,https://x.com/customspedia/status/1793650910171730242,1.64E+18,customspedia
1.79E+18,Thu May 23 13:59:46 +0000 2024,0,Wakil Menteri ATR/Waka BPN Raja Juli Antoni memimpin rapat pembahasan Pengadaan Tanah di Ibu Kota Nusantara (IKN). Rapat berlangsung di ruang rapat Direktorat Jenderal Pengadaan Tanah dan Pengembangan Pertanahan (Ditjen PTPP) Jakarta pada Selasa (21/05/2024). https://t.co/NAPimQk872,1.79E+18,https://pbs.twimg.com/media/GORMp4rbIAEHsDf.jpg,,in,Deli Serdang,0,0,0,https://x.com/kantahdelser/status/1793642983260410096,1.35E+18,kantahdelser
1.79E+18,Thu May 23 09:10:02 +0000 2024,10,Pembangunan Ibu Kota Nusantara di Kalimantan Timur membawa Angin Segar tag : Perong Boba Zakir Naik 2024 M Gege Nyetrika pegang teguh zee Gen Z #zonauang https://t.co/KbSju3Wuqu,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793568050077417472/pu/img/a6kUKvq_eSZnsneF.jpg,,in,Indonesia,0,0,1,https://x.com/JokowiTeguh/status/1793570072398856635,1.70E+18,JokowiTeguh
1.79E+18,Thu May 23 09:09:35 +0000 2024,12,Perayaan hari Kemerdekaan Republik Indonesia ke 79 di Ibu Kota Nusantara akan berlangsung meriah tag : Perong Boba Zakir Naik 2024 M Gege Nyetrika pegang teguh zee Gen Z #zonauang https://t.co/W2NeNoWDjy,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793567952178180098/pu/img/nuifLWzzhDMy_s8h.jpg,,in,Bekasi,0,1,1,https://x.com/DiajengDinanti/status/1793569959412715546,1.71E+18,DiajengDinanti
1.79E+18,Thu May 23 08:45:47 +0000 2024,1,@meraaahputiiih Dengan pemindahan ibu kota nusantara wilayah sekitarnya akan mengalami perkembangan pesat,1.79E+18,,meraaahputiiih,in,,0,0,0,https://x.com/dandi_refyandi8/status/1793563969938190479,1.68E+18,dandi_refyandi8
1.79E+18,Thu May 23 08:36:19 +0000 2024,0,Otorita Ibu Kota Nusantara Sosialisasi Pentingnya Komunikasi Lintas Budaya di IKN https://t.co/4TqFYGjxKV,1.79E+18,,,in,,0,0,0,https://x.com/VIVAcoid/status/1793561584402641064,41730943,VIVAcoid
1.79E+18,Thu May 23 08:31:29 +0000 2024,0,@meraaahputiiih Pemindahan Ibu Kota Nusantara: Peluang Besar untuk Pengembangan Daya Saing Ekonomi Indonesia,1.79E+18,,meraaahputiiih,in,,0,0,0,https://x.com/firaz_hamdani/status/1793560367479873654,1.68E+18,firaz_hamdani
1.79E+18,Thu May 23 08:20:44 +0000 2024,0,@meraaahputiiih Pemindahan Ibu Kota Nusantara menjadi salah satu prioritas utama pemerintahan Jokowi untuk memberikan kemajuan bagi seluruh daerah di Indonesia,1.79E+18,,meraaahputiiih,in,,0,0,0,https://x.com/ferdi_simbi4/status/1793557664435486815,1.69E+18,ferdi_simbi4
1.79E+18,Thu May 23 07:57:30 +0000 2024,0,@meraaahputiiih Pemindahan ibu kota nusantara akan membuka peluang bisnis baru bagi warga setempat terutama di sektor pariwisata dan properti,1.79E+18,,meraaahputiiih,in,,0,0,0,https://x.com/rakhan_devana/status/1793551819215638888,1.69E+18,rakhan_devana
1.79E+18,Thu May 23 07:43:05 +0000 2024,0,Berdasarkan bukti yang ada dari prasasti artefak hingga catatan asing Palembang pernah menjadi ibu kota Sriwijaya. https://t.co/Ri4x0P4mgF #Nusantara #AdadiKompas,1.79E+18,,,in,"ÃœT: 62.478419,21.330711",0,0,0,https://x.com/kompasmuda/status/1793548190970749329,79237556,kompasmuda
1.79E+18,Thu May 23 07:32:15 +0000 2024,0,@meraaahputiiih Warga setempat dapat berpartisipasi dalam proses pembangunan ibu kota nusantara dan ini akan meningkatkan rasa memiliki dan tanggung jawab mereka terhadap kota baru tersebut,1.79E+18,,meraaahputiiih,in,,0,0,0,https://x.com/ozy_suryono/status/1793545461514805365,1.70E+18,ozy_suryono
1.79E+18,Thu May 23 07:20:09 +0000 2024,0,Harapan masyarakat kalimantan timur untuk ibu kota nusantara https://t.co/oTISHuQSZE,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1793542336062046208/pu/img/S4vXtYExrKGX5JpC.jpg,,in,,0,0,1,https://x.com/AkbarMaulana457/status/1793542415875465475,1.72E+18,AkbarMaulana457
